CLAIM_ID_SEQ	OEM_CODE	DEALER	DISTR	FC	ENGINE_NAME_DESC	FAILCODE	SHOPORDERNUM	FAILURE_MODE_BUCKET	CLEANED_CORRECTION	DOCUMENT
17695631	1507	25039	1743	234.0,4616.0	X15 3 2018	ELTS	1032950	OIL CONTAMINATION	Replaced faulty throttle actuator due to oil contamination. Performed road test post-repair.	{"OEM_CODE":1507,"DEALER":"25039","DISTR":"1743","FC":"234.0,4616.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"ELTS","SHOPORDERNUM":"1032950","FAILURE_MODE_BUCKET":"OIL CONTAMINATION","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to oil contamination. Performed road test post-repair."}
17695632	1508	25040	1744	789.0,4617.0	ISX15 2019	THAS	1032951	OIL CONTAMINATION	Replaced faulty engine control module due to oil contamination. Completed stationary regen post-repair.	{"OEM_CODE":1508,"DEALER":"25040","DISTR":"1744","FC":"789.0,4617.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032951","FAILURE_MODE_BUCKET":"OIL CONTAMINATION","CLEANED_CORRECTION":"Replaced faulty engine control module due to oil contamination. Completed stationary regen post-repair."}
17695633	1509	25041	1745	456.0,4618.0	X15 3 2020	ELTS	1032952	OIL CONTAMINATION	Replaced faulty turbo speed sensor due to oil contamination. Performed stationary regen and road test.	{"OEM_CODE":1509,"DEALER":"25041","DISTR":"1745","FC":"456.0,4618.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"ELTS","SHOPORDERNUM":"1032952","FAILURE_MODE_BUCKET":"OIL CONTAMINATION","CLEANED_CORRECTION":"Replaced faulty turbo speed sensor due to oil contamination. Performed stationary regen and road test."}
17695638	1514	25046	1750	456.0,4623.0	X15 3 2020	THAC	1032957	TSS - BODY FAILURE	Replaced faulty throttle actuator due to TSS body failure. Performed road test post-repair.	{"OEM_CODE":1514,"DEALER":"25046","DISTR":"1750","FC":"456.0,4623.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"THAC","SHOPORDERNUM":"1032957","FAILURE_MODE_BUCKET":"TSS - BODY FAILURE","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to TSS body failure. Performed road test post-repair."}
17695639	1515	25047	1751	234.0,4624.0	ISX12 2019	THAS	1032958	TSS - BODY FAILURE	Replaced faulty engine speed sensor due to TSS body failure. Completed stationary regen post-repair.	{"OEM_CODE":1515,"DEALER":"25047","DISTR":"1751","FC":"234.0,4624.0","ENGINE_NAME_DESC":"ISX12 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032958","FAILURE_MODE_BUCKET":"TSS - BODY FAILURE","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to TSS body failure. Completed stationary regen post-repair."}
17695640	1516	25048	1752	789.0,4625.0	X15 3 2018	THAC	1032959	TSS - BODY FAILURE	Replaced faulty turbo speed sensor due to TSS body failure. Performed stationary regen and road test.	{"OEM_CODE":1516,"DEALER":"25048","DISTR":"1752","FC":"789.0,4625.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032959","FAILURE_MODE_BUCKET":"TSS - BODY FAILURE","CLEANED_CORRECTION":"Replaced faulty turbo speed sensor due to TSS body failure. Performed stationary regen and road test."}
17695641	1517	25049	1753	901.0,4626.0	ISX15 2020	THAS	1032960	TSS - BODY FAILURE	Replaced faulty turbocharger speed sensor due to TSS body failure. Performed functional test post-repair.	{"OEM_CODE":1517,"DEALER":"25049","DISTR":"1753","FC":"901.0,4626.0","ENGINE_NAME_DESC":"ISX15 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032960","FAILURE_MODE_BUCKET":"TSS - BODY FAILURE","CLEANED_CORRECTION":"Replaced faulty turbocharger speed sensor due to TSS body failure. Performed functional test post-repair."}
17695634	1510	25042	1746	901.0,4619.0	ISX12 2019	ELTS	1032953	ACT(E) SUPPLIER MANUFACTURING FAULT	Replaced faulty engine speed sensor due to ACT(E) supplier manufacturing fault. Completed stationary regen post-repair.	{"OEM_CODE":1510,"DEALER":"25042","DISTR":"1746","FC":"901.0,4619.0","ENGINE_NAME_DESC":"ISX12 2019","FAILCODE":"ELTS","SHOPORDERNUM":"1032953","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER MANUFACTURING FAULT","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to ACT(E) supplier manufacturing fault. Completed stationary regen post-repair."}
17695639	1515	25047	1751	567.0,4624.0	ISX12 2020	THAS	1032958	ACT(E) SUPPLIER MANUFACTURING FAULT	Replaced faulty turbocharger speed sensor due to ACT(E) supplier manufacturing fault. Performed functional test post-repair.	{"OEM_CODE":1515,"DEALER":"25047","DISTR":"1751","FC":"567.0,4624.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032958","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER MANUFACTURING FAULT","CLEANED_CORRECTION":"Replaced faulty turbocharger speed sensor due to ACT(E) supplier manufacturing fault. Performed functional test post-repair."}
17695640	1516	25048	1752	234.0,4625.0	X15 3 2018	ELTS	1032959	ACT(E) SUPPLIER MANUFACTURING FAULT	Replaced faulty throttle actuator due to ACT(E) supplier manufacturing fault. Performed road test post-repair.	{"OEM_CODE":1516,"DEALER":"25048","DISTR":"1752","FC":"234.0,4625.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"ELTS","SHOPORDERNUM":"1032959","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER MANUFACTURING FAULT","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to ACT(E) supplier manufacturing fault. Performed road test post-repair."}
17695641	1517	25049	1753	789.0,4626.0	ISX15 2019	THAS	1032960	ACT(E) SUPPLIER MANUFACTURING FAULT	Replaced faulty engine control module due to ACT(E) supplier manufacturing fault. Completed stationary regen post-repair.	{"OEM_CODE":1517,"DEALER":"25049","DISTR":"1753","FC":"789.0,4626.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032960","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER MANUFACTURING FAULT","CLEANED_CORRECTION":"Replaced faulty engine control module due to ACT(E) supplier manufacturing fault. Completed stationary regen post-repair."}
17695642	1518	25050	1754	456.0,4627.0	X15 3 2020	ELTS	1032961	ACT(E) SUPPLIER MANUFACTURING FAULT	Replaced faulty turbo speed sensor due to ACT(E) supplier manufacturing fault. Performed stationary regen and road test.	{"OEM_CODE":1518,"DEALER":"25050","DISTR":"1754","FC":"456.0,4627.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"ELTS","SHOPORDERNUM":"1032961","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER MANUFACTURING FAULT","CLEANED_CORRECTION":"Replaced faulty turbo speed sensor due to ACT(E) supplier manufacturing fault. Performed stationary regen and road test."}
17695635	1511	25043	1747	123.0,4620.0	X15 3 2018	THAC	1032954	ACT(E) CORROSION OF HOUSING AT CONNECTOR	Replaced faulty throttle actuator due to ACT(E) corrosion of housing at connector. Performed road test post-repair.	{"OEM_CODE":1511,"DEALER":"25043","DISTR":"1747","FC":"123.0,4620.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032954","FAILURE_MODE_BUCKET":"ACT(E) CORROSION OF HOUSING AT CONNECTOR","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to ACT(E) corrosion of housing at connector. Performed road test post-repair."}
17695640	1516	25048	1752	678.0,4625.0	X15 3 2019	ELTS	1032959	ACT(E) CORROSION OF HOUSING AT CONNECTOR	Replaced faulty engine speed sensor due to ACT(E) corrosion of housing at connector. Completed stationary regen post-repair.	{"OEM_CODE":1516,"DEALER":"25048","DISTR":"1752","FC":"678.0,4625.0","ENGINE_NAME_DESC":"X15 3 2019","FAILCODE":"ELTS","SHOPORDERNUM":"1032959","FAILURE_MODE_BUCKET":"ACT(E) CORROSION OF HOUSING AT CONNECTOR","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to ACT(E) corrosion of housing at connector. Completed stationary regen post-repair."}
17695641	1517	25049	1753	234.0,4626.0	ISX12 2020	THAS	1032960	ACT(E) CORROSION OF HOUSING AT CONNECTOR	Replaced faulty turbocharger speed sensor due to ACT(E) corrosion of housing at connector. Performed functional test post-repair.	{"OEM_CODE":1517,"DEALER":"25049","DISTR":"1753","FC":"234.0,4626.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032960","FAILURE_MODE_BUCKET":"ACT(E) CORROSION OF HOUSING AT CONNECTOR","CLEANED_CORRECTION":"Replaced faulty turbocharger speed sensor due to ACT(E) corrosion of housing at connector. Performed functional test post-repair."}
17695642	1518	25050	1754	789.0,4627.0	X15 3 2018	THAC	1032961	ACT(E) CORROSION OF HOUSING AT CONNECTOR	Replaced faulty throttle actuator due to ACT(E) corrosion of housing at connector. Performed road test post-repair.	{"OEM_CODE":1518,"DEALER":"25050","DISTR":"1754","FC":"789.0,4627.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032961","FAILURE_MODE_BUCKET":"ACT(E) CORROSION OF HOUSING AT CONNECTOR","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to ACT(E) corrosion of housing at connector. Performed road test post-repair."}
17695643	1519	25051	1755	456.0,4628.0	ISX15 2019	ELTS	1032962	ACT(E) CORROSION OF HOUSING AT CONNECTOR	Replaced faulty engine control module due to ACT(E) corrosion of housing at connector. Completed stationary regen post-repair.	{"OEM_CODE":1519,"DEALER":"25051","DISTR":"1755","FC":"456.0,4628.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"ELTS","SHOPORDERNUM":"1032962","FAILURE_MODE_BUCKET":"ACT(E) CORROSION OF HOUSING AT CONNECTOR","CLEANED_CORRECTION":"Replaced faulty engine control module due to ACT(E) corrosion of housing at connector. Completed stationary regen post-repair."}
17695636	1512	25044	1748	234.0,4621.0	ISX12 2020	THAS	1032955	NOZZLE RING ASSY RIVET(S) BROKEN/WORN	Replaced faulty turbocharger speed sensor due to nozzle ring assy rivet(s) broken/worn. Performed functional test post-repair.	{"OEM_CODE":1512,"DEALER":"25044","DISTR":"1748","FC":"234.0,4621.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032955","FAILURE_MODE_BUCKET":"NOZZLE RING ASSY RIVET(S) BROKEN/WORN","CLEANED_CORRECTION":"Replaced faulty turbocharger speed sensor due to nozzle ring assy rivet(s) broken/worn. Performed functional test post-repair."}
17695641	1517	25049	1753	789.0,4626.0	X15 3 2018	THAC	1032960	NOZZLE RING ASSY RIVET(S) BROKEN/WORN	Replaced faulty throttle actuator due to nozzle ring assy rivet(s) broken/worn. Performed road test post-repair.	{"OEM_CODE":1517,"DEALER":"25049","DISTR":"1753","FC":"789.0,4626.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032960","FAILURE_MODE_BUCKET":"NOZZLE RING ASSY RIVET(S) BROKEN/WORN","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to nozzle ring assy rivet(s) broken/worn. Performed road test post-repair."}
17695642	1518	25050	1754	456.0,4627.0	ISX15 2019	THAS	1032961	NOZZLE RING ASSY RIVET(S) BROKEN/WORN	Replaced faulty engine control module due to nozzle ring assy rivet(s) broken/worn. Completed stationary regen post-repair.	{"OEM_CODE":1518,"DEALER":"25050","DISTR":"1754","FC":"456.0,4627.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032961","FAILURE_MODE_BUCKET":"NOZZLE RING ASSY RIVET(S) BROKEN/WORN","CLEANED_CORRECTION":"Replaced faulty engine control module due to nozzle ring assy rivet(s) broken/worn. Completed stationary regen post-repair."}
17695643	1519	25051	1755	901.0,4628.0	X15 3 2020	THAC	1032962	NOZZLE RING ASSY RIVET(S) BROKEN/WORN	Replaced faulty turbo speed sensor due to nozzle ring assy rivet(s) broken/worn. Performed stationary regen and road test.	{"OEM_CODE":1519,"DEALER":"25051","DISTR":"1755","FC":"901.0,4628.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"THAC","SHOPORDERNUM":"1032962","FAILURE_MODE_BUCKET":"NOZZLE RING ASSY RIVET(S) BROKEN/WORN","CLEANED_CORRECTION":"Replaced faulty turbo speed sensor due to nozzle ring assy rivet(s) broken/worn. Performed stationary regen and road test."}
17695644	1520	25052	1756	123.0,4629.0	ISX12 2019	THAS	1032963	NOZZLE RING ASSY RIVET(S) BROKEN/WORN	Replaced faulty engine speed sensor due to nozzle ring assy rivet(s) broken/worn. Completed functional test post-repair.	{"OEM_CODE":1520,"DEALER":"25052","DISTR":"1756","FC":"123.0,4629.0","ENGINE_NAME_DESC":"ISX12 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032963","FAILURE_MODE_BUCKET":"NOZZLE RING ASSY RIVET(S) BROKEN/WORN","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to nozzle ring assy rivet(s) broken/worn. Completed functional test post-repair."}
17695637	1513	25045	1749	345.0,4622.0	X15 3 2017	ELTS	1032956	ACT(E) WAITING SUPPLIER ANALYSIS	Waiting for supplier analysis of faulty turbo speed sensor due to ACT(E) waiting supplier analysis. Performed stationary regen and road test.	{"OEM_CODE":1513,"DEALER":"25045","DISTR":"1749","FC":"345.0,4622.0","ENGINE_NAME_DESC":"X15 3 2017","FAILCODE":"ELTS","SHOPORDERNUM":"1032956","FAILURE_MODE_BUCKET":"ACT(E) WAITING SUPPLIER ANALYSIS","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty turbo speed sensor due to ACT(E) waiting supplier analysis. Performed stationary regen and road test."}
17695642	1518	25050	1754	890.0,4627.0	ISX12 2020	THAS	1032961	ACT(E) WAITING SUPPLIER ANALYSIS	Waiting for supplier analysis of faulty turbocharger assembly due to ACT(E) waiting supplier analysis. Performed functional test post-repair.	{"OEM_CODE":1518,"DEALER":"25050","DISTR":"1754","FC":"890.0,4627.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032961","FAILURE_MODE_BUCKET":"ACT(E) WAITING SUPPLIER ANALYSIS","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty turbocharger assembly due to ACT(E) waiting supplier analysis. Performed functional test post-repair."}
17695643	1519	25051	1755	234.0,4628.0	X15 3 2018	ELTS	1032962	ACT(E) WAITING SUPPLIER ANALYSIS	Waiting for supplier analysis of faulty throttle actuator due to ACT(E) waiting supplier analysis. Performed road test post-repair.	{"OEM_CODE":1519,"DEALER":"25051","DISTR":"1755","FC":"234.0,4628.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"ELTS","SHOPORDERNUM":"1032962","FAILURE_MODE_BUCKET":"ACT(E) WAITING SUPPLIER ANALYSIS","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty throttle actuator due to ACT(E) waiting supplier analysis. Performed road test post-repair."}
17695644	1520	25052	1756	456.0,4629.0	ISX15 2019	THAS	1032963	ACT(E) WAITING SUPPLIER ANALYSIS	Waiting for supplier analysis of faulty engine control module due to ACT(E) waiting supplier analysis. Completed stationary regen post-repair.	{"OEM_CODE":1520,"DEALER":"25052","DISTR":"1756","FC":"456.0,4629.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032963","FAILURE_MODE_BUCKET":"ACT(E) WAITING SUPPLIER ANALYSIS","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty engine control module due to ACT(E) waiting supplier analysis. Completed stationary regen post-repair."}
17695645	1521	25053	1757	901.0,4630.0	X15 3 2020	ELTS	1032964	ACT(E) WAITING SUPPLIER ANALYSIS	Waiting for supplier analysis of faulty turbo speed sensor due to ACT(E) waiting supplier analysis. Performed stationary regen and road test.	{"OEM_CODE":1521,"DEALER":"25053","DISTR":"1757","FC":"901.0,4630.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"ELTS","SHOPORDERNUM":"1032964","FAILURE_MODE_BUCKET":"ACT(E) WAITING SUPPLIER ANALYSIS","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty turbo speed sensor due to ACT(E) waiting supplier analysis. Performed stationary regen and road test."}
17695644	1520	25052	1756	123.0,4629.0	X15 3 2020	THAS	1032963	TSS - CABLE FRETTING	Replaced faulty turbocharger assembly due to TSS cable fretting. Performed functional test post-repair.	{"OEM_CODE":1520,"DEALER":"25052","DISTR":"1756","FC":"123.0,4629.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032963","FAILURE_MODE_BUCKET":"TSS - CABLE FRETTING","CLEANED_CORRECTION":"Replaced faulty turbocharger assembly due to TSS cable fretting. Performed functional test post-repair."}
17695649	1525	25057	1761	678.0,4634.0	X15 3 2020	THAC	1032968	TSS - CABLE FRETTING	Replaced faulty throttle actuator due to TSS cable fretting. Performed road test post-repair.	{"OEM_CODE":1525,"DEALER":"25057","DISTR":"1761","FC":"678.0,4634.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"THAC","SHOPORDERNUM":"1032968","FAILURE_MODE_BUCKET":"TSS - CABLE FRETTING","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to TSS cable fretting. Performed road test post-repair."}
17695650	1526	25058	1762	234.0,4635.0	ISX12 2019	THAS	1032969	TSS - CABLE FRETTING	Replaced faulty engine speed sensor due to TSS cable fretting. Completed functional test post-repair.	{"OEM_CODE":1526,"DEALER":"25058","DISTR":"1762","FC":"234.0,4635.0","ENGINE_NAME_DESC":"ISX12 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032969","FAILURE_MODE_BUCKET":"TSS - CABLE FRETTING","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to TSS cable fretting. Completed functional test post-repair."}
17695651	1527	25059	1763	456.0,4636.0	X15 3 2018	THAC	1032970	TSS - CABLE FRETTING	Replaced faulty turbo speed sensor due to TSS cable fretting. Performed stationary regen and road test.	{"OEM_CODE":1527,"DEALER":"25059","DISTR":"1763","FC":"456.0,4636.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032970","FAILURE_MODE_BUCKET":"TSS - CABLE FRETTING","CLEANED_CORRECTION":"Replaced faulty turbo speed sensor due to TSS cable fretting. Performed stationary regen and road test."}
17695652	1528	25060	1764	789.0,4637.0	ISX15 2020	THAS	1032971	TSS - CABLE FRETTING	Replaced faulty engine control module due to TSS cable fretting. Completed stationary regen post-repair.	{"OEM_CODE":1528,"DEALER":"25060","DISTR":"1764","FC":"789.0,4637.0","ENGINE_NAME_DESC":"ISX15 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032971","FAILURE_MODE_BUCKET":"TSS - CABLE FRETTING","CLEANED_CORRECTION":"Replaced faulty engine control module due to TSS cable fretting. Completed stationary regen post-repair."}
17695645	1521	25053	1757	234.0,4630.0	ISX12 2019	ELTS	1032964	TSS - BODY CRACKED/BROKEN	Replaced faulty engine speed sensor due to TSS body cracked/broken. Completed stationary regen post-repair.	{"OEM_CODE":1521,"DEALER":"25053","DISTR":"1757","FC":"234.0,4630.0","ENGINE_NAME_DESC":"ISX12 2019","FAILCODE":"ELTS","SHOPORDERNUM":"1032964","FAILURE_MODE_BUCKET":"TSS - BODY CRACKED/BROKEN","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to TSS body cracked/broken. Completed stationary regen post-repair."}
17695650	1526	25058	1762	789.0,4635.0	ISX12 2020	THAS	1032969	TSS - BODY CRACKED/BROKEN	Replaced faulty turbocharger speed sensor due to TSS body cracked/broken. Performed functional test post-repair.	{"OEM_CODE":1526,"DEALER":"25058","DISTR":"1762","FC":"789.0,4635.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032969","FAILURE_MODE_BUCKET":"TSS - BODY CRACKED/BROKEN","CLEANED_CORRECTION":"Replaced faulty turbocharger speed sensor due to TSS body cracked/broken. Performed functional test post-repair."}
17695651	1527	25059	1763	456.0,4636.0	X15 3 2018	ELTS	1032970	TSS - BODY CRACKED/BROKEN	Replaced faulty throttle actuator due to TSS body cracked/broken. Performed road test post-repair.	{"OEM_CODE":1527,"DEALER":"25059","DISTR":"1763","FC":"456.0,4636.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"ELTS","SHOPORDERNUM":"1032970","FAILURE_MODE_BUCKET":"TSS - BODY CRACKED/BROKEN","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to TSS body cracked/broken. Performed road test post-repair."}
17695652	1528	25060	1764	901.0,4637.0	ISX15 2019	THAS	1032971	TSS - BODY CRACKED/BROKEN	Replaced faulty engine control module due to TSS body cracked/broken. Completed stationary regen post-repair.	{"OEM_CODE":1528,"DEALER":"25060","DISTR":"1764","FC":"901.0,4637.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032971","FAILURE_MODE_BUCKET":"TSS - BODY CRACKED/BROKEN","CLEANED_CORRECTION":"Replaced faulty engine control module due to TSS body cracked/broken. Completed stationary regen post-repair."}
17695653	1529	25061	1765	123.0,4638.0	X15 3 2020	ELTS	1032972	TSS - BODY CRACKED/BROKEN	Replaced faulty turbo speed sensor due to TSS body cracked/broken. Performed stationary regen and road test.	{"OEM_CODE":1529,"DEALER":"25061","DISTR":"1765","FC":"123.0,4638.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"ELTS","SHOPORDERNUM":"1032972","FAILURE_MODE_BUCKET":"TSS - BODY CRACKED/BROKEN","CLEANED_CORRECTION":"Replaced faulty turbo speed sensor due to TSS body cracked/broken. Performed stationary regen and road test."}
17695646	1522	25054	1758	345.0,4631.0	X15 3 2018	THAC	1032965	TSS - ADJUSTED/DAMAGED BY CUSTOMER	Replaced faulty throttle actuator due to TSS adjusted/damaged by customer. Performed road test post-repair.	{"OEM_CODE":1522,"DEALER":"25054","DISTR":"1758","FC":"345.0,4631.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032965","FAILURE_MODE_BUCKET":"TSS - ADJUSTED/DAMAGED BY CUSTOMER","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to TSS adjusted/damaged by customer. Performed road test post-repair."}
17695651	1527	25059	1763	890.0,4636.0	X15 3 2019	ELTS	1032970	TSS - ADJUSTED/DAMAGED BY CUSTOMER	Replaced faulty engine speed sensor due to TSS adjusted/damaged by customer. Completed stationary regen post-repair.	{"OEM_CODE":1527,"DEALER":"25059","DISTR":"1763","FC":"890.0,4636.0","ENGINE_NAME_DESC":"X15 3 2019","FAILCODE":"ELTS","SHOPORDERNUM":"1032970","FAILURE_MODE_BUCKET":"TSS - ADJUSTED/DAMAGED BY CUSTOMER","CLEANED_CORRECTION":"Replaced faulty engine speed sensor due to TSS adjusted/damaged by customer. Completed stationary regen post-repair."}
17695652	1528	25060	1764	234.0,4637.0	ISX12 2020	THAS	1032971	TSS - ADJUSTED/DAMAGED BY CUSTOMER	Replaced faulty turbocharger speed sensor due to TSS adjusted/damaged by customer. Performed functional test post-repair.	{"OEM_CODE":1528,"DEALER":"25060","DISTR":"1764","FC":"234.0,4637.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032971","FAILURE_MODE_BUCKET":"TSS - ADJUSTED/DAMAGED BY CUSTOMER","CLEANED_CORRECTION":"Replaced faulty turbocharger speed sensor due to TSS adjusted/damaged by customer. Performed functional test post-repair."}
17695653	1529	25061	1765	456.0,4638.0	X15 3 2018	THAC	1032972	TSS - ADJUSTED/DAMAGED BY CUSTOMER	Replaced faulty throttle actuator due to TSS adjusted/damaged by customer. Performed road test post-repair.	{"OEM_CODE":1529,"DEALER":"25061","DISTR":"1765","FC":"456.0,4638.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032972","FAILURE_MODE_BUCKET":"TSS - ADJUSTED/DAMAGED BY CUSTOMER","CLEANED_CORRECTION":"Replaced faulty throttle actuator due to TSS adjusted/damaged by customer. Performed road test post-repair."}
17695654	1530	25062	1766	901.0,4639.0	ISX15 2019	ELTS	1032973	TSS - ADJUSTED/DAMAGED BY CUSTOMER	Replaced faulty engine control module due to TSS adjusted/damaged by customer. Completed stationary regen post-repair.	{"OEM_CODE":1530,"DEALER":"25062","DISTR":"1766","FC":"901.0,4639.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"ELTS","SHOPORDERNUM":"1032973","FAILURE_MODE_BUCKET":"TSS - ADJUSTED/DAMAGED BY CUSTOMER","CLEANED_CORRECTION":"Replaced faulty engine control module due to TSS adjusted/damaged by customer. Completed stationary regen post-repair."}
17695647	1523	25055	1759	456.0,4632.0	ISX12 2020	THAS	1032966	ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED	Waiting for supplier analysis of faulty turbocharger speed sensor due to ACT(E) supplier analysis not conducted. Performed functional test post-repair.	{"OEM_CODE":1523,"DEALER":"25055","DISTR":"1759","FC":"456.0,4632.0","ENGINE_NAME_DESC":"ISX12 2020","FAILCODE":"THAS","SHOPORDERNUM":"1032966","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty turbocharger speed sensor due to ACT(E) supplier analysis not conducted. Performed functional test post-repair."}
17695652	1528	25060	1764	901.0,4637.0	X15 3 2018	THAC	1032971	ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED	Waiting for supplier analysis of faulty throttle actuator due to ACT(E) supplier analysis not conducted. Performed road test post-repair.	{"OEM_CODE":1528,"DEALER":"25060","DISTR":"1764","FC":"901.0,4637.0","ENGINE_NAME_DESC":"X15 3 2018","FAILCODE":"THAC","SHOPORDERNUM":"1032971","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty throttle actuator due to ACT(E) supplier analysis not conducted. Performed road test post-repair."}
17695653	1529	25061	1765	234.0,4638.0	ISX15 2019	THAS	1032972	ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED	Waiting for supplier analysis of faulty engine control module due to ACT(E) supplier analysis not conducted. Completed stationary regen post-repair.	{"OEM_CODE":1529,"DEALER":"25061","DISTR":"1765","FC":"234.0,4638.0","ENGINE_NAME_DESC":"ISX15 2019","FAILCODE":"THAS","SHOPORDERNUM":"1032972","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty engine control module due to ACT(E) supplier analysis not conducted. Completed stationary regen post-repair."}
17695654	1530	25062	1766	567.0,4639.0	X15 3 2020	THAC	1032973	ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED	Waiting for supplier analysis of faulty turbo speed sensor due to ACT(E) supplier analysis not conducted. Performed stationary regen and road test.	{"OEM_CODE":1530,"DEALER":"25062","DISTR":"1766","FC":"567.0,4639.0","ENGINE_NAME_DESC":"X15 3 2020","FAILCODE":"THAC","SHOPORDERNUM":"1032973","FAILURE_MODE_BUCKET":"ACT(E) SUPPLIER ANALYSIS NOT CONDUCTED","CLEANED_CORRECTION":"Waiting for supplier analysis of faulty turbo speed sensor due to ACT(E) supplier analysis not conducted. Performed stationary regen and road test."}
